AVAIL_LOADTIME,SH_KEY,SD_KEY,REGION_ID,MARKET_ID,VENDOR,SITE_ID,PERIOD_START_TIME,NODEB_COUNT,SECTOR_COUNT,CELL_COUNT,PERIOD_DURATION_SUM,PERIOD_DURATION_MIN,PERIOD_DURATION_MAX,TOTAL_TIME,TOTAL_AVAIL_TIME,TOTAL_DOWNTIME,TOTAL_AVAILABILITY_N,TOTAL_AVAILABILITY_D,CELL_POWER_SAVING_SUM,TOTAL_TIME_5G,TOTAL_AVAIL_TIME_5G,TOTAL_DOWNTIME_5G,TOTAL_AVAILABILITY_N_5G,TOTAL_AVAILABILITY_D_5G,TOTAL_TIME_LTE,TOTAL_AVAIL_TIME_LTE,TOTAL_DOWNTIME_LTE,TOTAL_AVAILABILITY_N_LTE,TOTAL_AVAILABILITY_D_LTE,CAT_TABLE_LOADTIME,CAT_PROCESS_TIME,SITE_ID_SUMMARY_CATEGORY,SITE_ID_FOCUS_CATEGORY,SITE_ID_DETAIL_CATEGORY,TOP_OVERALL_SCORE,TOP_RECORDID,TOP_OUTAGE_TYPE_NUM,OUTAGE_TYPE,TOP_SOURCE_NAME,TOP_KEYWORD,DESCRIPTION_1,DESCRIPTION_2,DESCRIPTION_3,TOP_DESC_USED,RECORDID_CREATED_LOCAL,RECORDID_RESOLVED_LOCAL,RECORDID_COUNT,ASSOC_RECORDIDS,CATEGORY_COUNT,ASSOC_CATEGORIES,KEYWORD_COUNT,ASSOC_KEYWORDS,ASSOC_SCORES,REC_TABLE_LOADTIME,MB_PRIMARY_AAV_VENDOR_NAME,MB_MKT_AREA,FIELD_OPS_ASSIGNEE,FIELD_OPS_ASSIGNMENT_GROUP,FIELD_OPS_MGR,SITE_LATITUDE,SITE_LONGITUDE,TABLE_LOADTIME,TOP_CATEGORY,MAINT_WNDW,SEVERITY_SCORE_NOADJ,AVG_RRC_CONNECTED_USERS_N,AVG_RRC_CONNECTED_USERS_D,AVG_RRC_CONNECTED_USERS_VALUE,R30D_AVG_CONNECTED_USERS,R30D_HOUR_RANK,OUTAGE_INDEX_GROUP_NUM,OUTAGE_INDEX_DEDUCTION,RF_SOLUTION,TOP_ASSIGNED_GROUP,TOP_MASTER_INCIDENT_ID,_lte_pct,_5g_pct
2026-03-20 02:37:04.071,A3F0036A.202603200200,A3F0036A.20260320,South,Houston,Nokia,A3F0036A,2026-03-20 02:00:00,2,3,30,1800.00,60.00,60.00,108000.00,108000.00,0.00,108000.00,108000.00,10800.00,54000.00,54000.00,0.00,54000.00,54000.00,54000.00,54000.00,0.00,54000.00,54000.00,2026-03-20 03:40:58.390,2026-03-20 03:33:10,No Outage,No Outage,No Outage,1312.10,INC125267028,0.00,No Outage,INC_NONEST,Hardware,Hardware,HNBSC071_Site-A3F0036A Nokia_BSC GSM SiteDegraded_Market_Actionable Alarm(s) Present,,DESC_1,2026-03-15 03:33:19.000,2099-01-01 00:00:00.000,1.0,INC125267028,1.0,Hardware,1.0,Hardware,1312.10,2026-03-20 03:33:26.667,AT&T,Texas,Kyle Prastik,S-Texas-HN-FOPS-West,Robert Gamis,30.136944000,-96.400000000,2026-03-20 05:26:01.780,Hardware,True,300.0,49.7100,19.0000,4.8488794576,4.9091965913792,22,0,0.00,Macro,S-Texas-SWOPS-RTP,,100.0,100.0
2026-03-19 22:37:04.562,4BSS668B.202603200000,4BSS668B.20260320,Northeast,New England,Ericsson,4BSS668B,2026-03-20 00:00:00,1,3,24,1440.00,60.00,60.00,86400.00,86400.00,0.00,86400.00,86400.00,0.00,54000.00,54000.00,0.00,54000.00,54000.00,32400.00,32400.00,0.00,32400.00,32400.00,2026-03-20 12:53:50.559,2026-03-20 12:48:09,No Outage,No Outage,No Outage,1311.10,INC124163947,0.00,No Outage,INC_NONEST,Radio / Antenna System,Radio / Antenna System,4BSS668B_Ericsson_mNodeB Ericsson_mNodeB MM SiteDegraded_Market_Actionable Alarm(s) Present,,DESC_1,2026-02-09 13:53:28.000,2099-01-01 00:00:00.000,1.0,INC124163947,1.0,Hardware - Antenna System,1.0,Radio / Antenna System,1311.10,2026-03-20 12:51:07.455,VERIZON,NER North,Jorge Barrientos,N-NER North-NE-FOPS-W MA,Michael Lavallee,42.432425000,-71.435453000,2026-03-20 12:55:28.103,Hardware - Antenna System,True,300.0,18852.0623,6481.0000,2.9715213147,3.8214614281332,19,0,0.00,Macro,N-NER North-NE-FOPS-W MA,,100.0,100.0
2026-03-20 05:43:02.777,9AT3373A.202603200600,9AT3373A.20260320,South,Atlanta,Ericsson,9AT3373A,2026-03-20 06:00:00,2,3,27,1620.00,60.00,60.00,97200.00,97200.00,0.00,97200.00,97200.00,0.00,54000.00,54000.00,0.00,54000.00,54000.00,43200.00,43200.00,0.00,43200.00,43200.00,,,No Outage,No Outage,No Outage,,,0.00,No Outage,,,,,,,,,,,,,,,,,AT&T,Deep South,Arthur Foster,S-Deep South-AT-FOPS-South 1,Casey North,33.576108000,-84.373706000,2026-03-20 07:56:19.135,,True,,124079.4773,8641.0000,16.8380869967,15.4347405141899,21,0,0.00,Macro,,,100.0,100.0
2026-03-20 06:37:03.986,3GRA816G.202603200800,3GRA816G.20260320,Northeast,Upstate NY,Ericsson,3GRA816G,2026-03-20 08:00:00,3,3,24,1440.00,60.00,60.00,86400.00,86400.00,0.00,86400.00,86400.00,0.00,54000.00,54000.00,0.00,54000.00,54000.00,32400.00,32400.00,0.00,32400.00,32400.00,,,No Outage,No Outage,No Outage,,,0.00,No Outage,,,,,,,,,,,,,,,,,VERIZON,NER North,Delano Owens,N-NER North-UP-FOPS-Albany,Kirk Fongemie,42.328672000,-73.970426000,2026-03-20 08:54:40.779,,False,,63168.8418,6481.0000,10.5899830409,10.6589656657933,14,1,0.00,Macro,,,100.0,100.0
2026-03-19 23:37:04.522,CL75935B.202603200100,CL75935B.20260320,Central,Cleveland,Nokia,CL75935B,2026-03-20 01:00:00,2,3,27,1620.00,60.00,60.00,97200.00,97200.00,0.00,97200.00,97200.00,0.00,54000.00,54000.00,0.00,54000.00,54000.00,43200.00,43200.00,0.00,43200.00,43200.00,2026-03-20 12:24:43.501,2026-03-20 12:18:14,No Outage,No Outage,No Outage,1213.20,INC120301837,0.00,No Outage,INC_NONEST,Backhaul,Maintenance,CL75935B - WORKMANSHIP ISSUE - SITE OUT OF NEST DURING BACKHAUL UPGRADE WORK. SITE IS OOS.,,DESC_2,2025-10-08 08:56:45.000,2099-01-01 00:00:00.000,2.0,INC120301837|CHG021992885,2.0,Transport|Site Mod,2.0,Backhaul|Site Mod,1213.20|1304.20,2026-03-20 07:23:49.735,AGILE NETWORK BUILDERS,Appalachian,Kenneth Reed,C-Appalachian-CL-FieldSupportTeam-South,Jason Lightbody,40.560558000,-82.009764000,2026-03-20 12:55:28.103,Transport,True,200.0,22.4638,16.0000,1.9304808201,2.1255169563642,20,0,0.00,Macro,C-Appalachian-Transport,,100.0,100.0
2026-03-20 12:37:03.624,SE0019BA.202603201100,SE0019BA.20260320,West,Seattle,Nokia,SE0019BA,2026-03-20 11:00:00,1,2,4,240.00,60.00,60.00,14400.00,14400.00,0.00,14400.00,14400.00,0.00,14400.00,14400.00,0.00,14400.00,14400.00,,,,,,2026-03-20 03:40:58.390,2026-03-20 03:33:10,No Outage,No Outage,No Outage,1210.10,INC123556740,0.00,No Outage,INC_NONEST,Transport,Transport,SE0019BA_81LAB_Nokia*all radios*No connection to unit,,DESC_1,2026-01-21 11:05:10.000,2099-01-01 00:00:00.000,1.0,INC123556740,1.0,Transport,1.0,Transport,1210.10,2026-03-20 03:33:26.667,,North West,Michael Wieandt,W-NorthWest-SE-FOPS-CENTRAL,Dallas Swearingen,47.587187500,-122.334089000,2026-03-20 12:55:28.103,Transport,False,200.0,0.5763,1.0000,0.5763126736,0.6034328937500,7,2,0.00,Micro,PIER_SE - RF Engineering (Performance),,,100.0
2026-03-20 10:40:48.274,A2E0045A.202603201100,A2E0045A.20260320,South,Orlando,Ericsson,A2E0045A,2026-03-20 11:00:00,3,6,36,2160.00,60.00,60.00,129600.00,129600.00,0.00,129600.00,129600.00,0.00,54000.00,54000.00,0.00,54000.00,54000.00,75600.00,75600.00,0.00,75600.00,75600.00,,,No Outage,No Outage,No Outage,,,0.00,No Outage,,,,,,,,,,,,,,,,,"ZAYO GROUP, LLC",Florida,Clarence Gomez,S-Florida-OR-FOPS-Orlando South,Jesus Salas,28.461770000,-81.311200000,2026-03-20 12:55:28.103,,False,,604463.5416,15121.0000,50.5186253870,46.0572624334499,8,2,0.00,Macro,,,100.0,100.0
2026-03-20 08:37:04.379,LI13738A.202603201000,LI13738A.20260320,Northeast,Long Island,Ericsson,LI13738A,2026-03-20 10:00:00,1,3,3,180.00,60.00,60.00,10800.00,10800.00,0.00,10800.00,10800.00,0.00,,,,,,10800.00,10800.00,0.00,10800.00,10800.00,,,No Outage,No Outage,No Outage,,,0.00,No Outage,,,,,,,,,,,,,,,,,VERIZON,New York Metro,Matthew Lewis,N-New York Metro-LI-FOPS-Long Island,Matthew Beck,40.838744000,-72.889241000,2026-03-20 10:55:45.761,,False,,386011.0000,2160.0000,178.7087962963,143.3715740740800,8,2,0.00,Macro,,,100.0,
2026-03-20 04:37:04.421,A6C0347A.202603200600,A6C0347A.20260320,Central,Columbus,Nokia,A6C0347A,2026-03-20 06:00:00,2,3,27,1620.00,60.00,60.00,97200.00,97200.00,0.00,97200.00,97200.00,0.00,43200.00,43200.00,0.00,43200.00,43200.00,54000.00,54000.00,0.00,54000.00,54000.00,,,No Outage,No Outage,No Outage,,,0.00,No Outage,,,,,,,,,,,,,,,,,AGILE NETWORK BUILDERS,Appalachian,Angel Trujillo Sibulo,C-Appalachian-CB-FieldSupportTeam-CentralEast,John Austin,40.167086000,-82.261019000,2026-03-20 06:55:17.366,,True,,37.7175,19.0000,2.7730578165,2.7531216100999,19,0,0.00,Macro,,,100.0,100.0
2026-03-20 05:43:02.777,SCYA701A.202603200300,SCYA701A.20260320,West,Sacramento,Ericsson,SCYA701A,2026-03-20 03:00:00,1,1,3,180.00,60.00,60.00,10800.00,10800.00,0.00,10800.00,10800.00,0.00,3600.00,3600.00,0.00,3600.00,3600.00,7200.00,7200.00,0.00,7200.00,7200.00,,,No Outage,No Outage,No Outage,,,0.00,No Outage,,,,,,,,,,,,,,,,,,NORCAL,Sailendra Kumar,W-California-SC-FOPS-STOCKTON,Leighton Tong,37.896225000,-121.268045000,2026-03-20 07:56:19.135,,True,,0.0000,1441.0000,0E-10,0.0000925925933,21,0,0.00,DAS,,,100.0,100.0
2026-03-20 06:37:03.986,4BS0877B.202603200800,4BS0877B.20260320,Northeast,New England,Ericsson,4BS0877B,2026-03-20 08:00:00,1,1,2,120.00,60.00,60.00,7200.00,7200.00,0.00,7200.00,7200.00,0.00,,,,,,7200.00,7200.00,0.00,7200.00,7200.00,,,No Outage,No Outage,No Outage,,,0.00,No Outage,,,,,,,,,,,,,,,,,COMCAST,NER North,Darrell Correia,N-NER North-NE-FOPS-BOS,Michael Lavallee,42.347264000,-71.086005000,2026-03-20 08:54:40.779,,False,,20800.0000,1440.0000,14.4444444444,14.1927546296233,15,1,0.00,Macro,,,100.0,
2026-03-20 06:37:03.986,DA03735A.202603200700,DA03735A.20260320,South,Dallas,Nokia,DA03735A,2026-03-20 07:00:00,2,3,24,1440.00,60.00,60.00,86400.00,86400.00,0.00,86400.00,86400.00,0.00,54000.00,54000.00,0.00,54000.00,54000.00,32400.00,32400.00,0.00,32400.00,32400.00,,,No Outage,No Outage,No Outage,,,0.00,No Outage,,,,,,,,,,,,,,,,,T-MOBILE,Texas,Esteban Chavez,S-Texas-DA-FOPS-WTX 5,Blaine Webster,31.720301000,-102.601601000,2026-03-20 08:54:40.779,,False,,55.5351,13.0000,6.0350665743,4.8607399163599,10,1,0.00,Macro,,,100.0,100.0
2026-03-20 07:37:04.198,NY10542A.202603200900,NY10542A.20260320,Northeast,New Jersey,Ericsson,NY10542A,2026-03-20 09:00:00,2,3,9,540.00,60.00,60.00,32400.00,32400.00,0.00,32400.00,32400.00,0.00,10800.00,10800.00,0.00,10800.00,10800.00,21600.00,21600.00,0.00,21600.00,21600.00,,,No Outage,No Outage,No Outage,,,0.00,No Outage,,,,,,,,,,,,,,,,,T-MOBILE,New York Metro,keith wyman,N-New York Metro-NJ-FOPS-North,Marlo Caballero,41.522100000,-75.025000000,2026-03-20 09:55:55.104,,False,,55185.4143,4321.0000,13.1886372698,13.5446871527700,12,1,0.00,Macro,,,100.0,100.0
2026-03-19 22:37:04.562,NJ08006A.202603200000,NJ08006A.20260320,Northeast,New Jersey,Ericsson,NJ08006A,2026-03-20 00:00:00,3,3,24,1440.00,60.00,60.00,86400.00,86400.00,0.00,86400.00,86400.00,0.00,54000.00,54000.00,0.00,54000.00,54000.00,32400.00,32400.00,0.00,32400.00,32400.00,2026-03-20 03:40:58.390,2026-03-20 03:33:10,No Outage,No Outage,No Outage,1316.20,CHG022064470,0.00,No Outage,CHG_NESTED,Software,ERC 25.Q4 EC3 RAN SW Activation (Northeast Region - NJ) - SI,ERC 25.Q4 EC3 RAN SW Activation (Northeast Region - NJ) - SI - software,ERC 25.Q4 EC3 RAN SW Activation (Northeast Region - NJ) - SI - software,DESC_2,2026-03-13 00:23:06.310,2099-01-01 00:00:00.000,1.0,CHG022064470,1.0,Software,1.0,Software,1316.20,2026-03-20 03:33:26.667,VERIZON,New York Metro,Andy Rzeszutek,N-New York Metro-NJ-FOPS-South,MICHAEL MARTELLO,40.462266000,-74.454161000,2026-03-20 05:26:01.780,Software,True,400.0,14326.1782,6481.0000,2.3889759915,2.5746608760366,19,0,0.00,Macro,,,100.0,100.0
2026-03-20 12:37:03.624,9LV3055A.202603201400,9LV3055A.20260320,Central,Louisville,Nokia,9LV3055A,2026-03-20 14:00:00,2,3,30,1800.00,60.00,60.00,108000.00,108000.00,0.00,108000.00,108000.00,0.00,75600.00,75600.00,0.00,75600.00,75600.00,32400.00,32400.00,0.00,32400.00,32400.00,,,No Outage,No Outage,No Outage,,,0.00,No Outage,,,,,,,,,,,,,,,,,WINDSTREAM,Appalachian,Scotlan Hutcherson,C-APPALACHIAN-LU-FIELDSUPPORTTEAM-WESTNORTH,Christopher Hayes,37.211858000,-85.349675000,2026-03-20 12:55:28.103,,False,,0.3947,1.0000,0.3946645676,2.9411735062383,3,2,0.00,Macro,,,100.0,100.0
2026-03-20 11:37:04.325,9MT2908S.202603201100,9MT2908S.20260320,South,Mobile,Nokia,9MT2908S,2026-03-20 11:00:00,2,3,15,900.00,60.00,60.00,54000.00,54000.00,0.00,54000.00,54000.00,0.00,32400.00,32400.00,0.00,32400.00,32400.00,21600.00,21600.00,0.00,21600.00,21600.00,,,No Outage,No Outage,No Outage,,,0.00,No Outage,,,,,,,,,,,,,,,,,AT&T,Deep South,Michael Cauley,S-Deep South-MO-FOPS-Area 5,Rondi Wahl,30.333736000,-87.142808000,2026-03-20 12:55:28.103,,False,,205.4276,10.0000,27.6498146541,18.1635595258433,10,1,0.00,Macro,,,100.0,100.0
2026-03-20 06:37:03.986,7WAC538A.202603200800,7WAC538A.20260320,Northeast,Washington DC,Ericsson,7WAC538A,2026-03-20 08:00:00,2,3,27,1620.00,60.00,60.00,97200.00,97200.00,0.00,97200.00,97200.00,0.00,64800.00,64800.00,0.00,64800.00,64800.00,32400.00,32400.00,0.00,32400.00,32400.00,,,No Outage,No Outage,No Outage,,,0.00,No Outage,,,,,,,,,,,,,,,,,COX COMMUNICATIONS,Mid Atlantic,Felix Vega,N-Mid Atlantic-DC-FOPS-MDA4,Emmanuel Tunis,38.759000000,-77.311139000,2026-03-20 08:54:40.779,,False,,76412.4957,6481.0000,12.2876304615,9.8592330552516,7,2,0.00,Macro,,,100.0,100.0
2026-03-20 00:37:04.497,3ONS044A.202603200200,3ONS044A.20260320,Northeast,Upstate NY,Ericsson,3ONS044A,2026-03-20 02:00:00,3,3,21,1260.00,60.00,60.00,75600.00,75600.00,0.00,75600.00,75600.00,0.00,54000.00,54000.00,0.00,54000.00,54000.00,21600.00,21600.00,0.00,21600.00,21600.00,,,No Outage,No Outage,No Outage,,,0.00,No Outage,,,,,,,,,,,,,,,,,FIRSTLIGHT FIBER,NER North,John Casterline,N-NER North-UP-FOPS-Syracuse,Keith Smith,42.853556000,-76.178728000,2026-03-20 03:45:41.179,,True,,14073.1996,4321.0000,3.4572131301,3.8537036211732,22,0,0.00,Macro,,,100.0,100.0
2026-03-20 10:40:48.274,NM03024A.202603200900,NM03024A.20260320,West,Albuquerque,Ericsson,NM03024A,2026-03-20 09:00:00,3,3,21,1260.00,60.00,60.00,75600.00,75600.00,0.00,75600.00,75600.00,0.00,43200.00,43200.00,0.00,43200.00,43200.00,32400.00,32400.00,0.00,32400.00,32400.00,2026-03-20 03:40:58.390,2026-03-20 03:33:10,No Outage,No Outage,No Outage,1309.10,INC125367177,0.00,No Outage,INC_NONEST,Power,Power,NM03024A Spirent_DAX RAN Multi Technology PerformanceDegraded Alarm(s) Present,,DESC_1,2026-03-17 20:44:23.000,2099-01-01 00:00:00.000,1.0,INC125367177,1.0,Power,1.0,Power,1309.10,2026-03-20 03:33:26.667,T-MOBILE,Desert West,John Garcia,W-DesertWest-AL-FOPS,Damien Huggard,36.558900000,-105.194442000,2026-03-20 12:55:28.103,Power,False,300.0,42308.3832,6481.0000,6.9122218961,4.6270836465366,9,1,0.00,Macro,W-DesertWest-AL-FOPS,,100.0,100.0
2026-03-20 08:37:04.379,9JK0560A.202603201000,9JK0560A.20260320,South,Jacksonville,Ericsson,9JK0560A,2026-03-20 10:00:00,2,3,24,1440.00,60.00,60.00,86400.00,86400.00,0.00,86400.00,86400.00,0.00,43200.00,43200.00,0.00,43200.00,43200.00,43200.00,43200.00,0.00,43200.00,43200.00,,,No Outage,No Outage,No Outage,,,0.00,No Outage,,,,,,,,,,,,,,,,,AT&T,Florida,Derrick Rozier,S-Florida-JV-FOPS-Jacksonville,Chris Christianson,30.304976000,-81.563456000,2026-03-20 10:55:45.761,,False,,193163.6374,8641.0000,28.9935805947,28.0561981040432,14,1,0.00,Macro,,,100.0,100.0
2026-03-19 23:37:04.522,A4J0447A.202603200100,A4J0447A.20260320,Central,Pittsburgh,Nokia,A4J0447A,2026-03-20 01:00:00,2,3,6,360.00,60.00,60.00,21600.00,21600.00,0.00,21600.00,21600.00,0.00,10800.00,10800.00,0.00,10800.00,10800.00,10800.00,10800.00,0.00,10800.00,10800.00,2026-03-20 10:23:58.392,2026-03-20 10:18:09,No Outage,No Outage,No Outage,1409.20,INC122629549,0.00,No Outage,INC_NONEST,Power,,99 - A4J0447A - BREAKFIX - CSR - CHASSIS 1 POWER SUPPLY 2 OUTPUT FAILURE - SECONDARY POWER SUPPLY WAS USED FOR ANOTHER ROUTER ON SITE IN CONJUNCTION WITH THE STARLINK UNTIL A NEW AAV CIRCUIT IS INSTALLED,,DESC_2,2025-12-17 13:42:51.000,2099-01-01 00:00:00.000,1.0,INC122629549,1.0,Power,1.0,Power,1409.20,2026-03-20 10:21:07.276,"Shenandoah Cable Television, LLC dba Shentel Communications",Appalachian,Daniel Mooney,C-Appalachian-PB-FieldSupportTeam-South,Jason Lightbody,40.022483000,-79.296246000,2026-03-20 12:26:20.696,Power,True,400.0,1.1189,13.0000,0.2022462962,0.8431226875166,19,0,0.00,Macro,C-Appalachian-PB-FieldSupportTeam-South,,100.0,100.0
2026-03-20 08:37:04.379,NM04086A.202603200800,NM04086A.20260320,West,Albuquerque,Ericsson,NM04086A,2026-03-20 08:00:00,2,3,18,1080.00,60.00,60.00,64800.00,64800.00,0.00,64800.00,64800.00,0.00,32400.00,32400.00,0.00,32400.00,32400.00,32400.00,32400.00,0.00,32400.00,32400.00,,,No Outage,No Outage,No Outage,,,0.00,No Outage,,,,,,,,,,,,,,,,,PLATEAU,Desert West,Oscar Gomez,W-DesertWest-EP-FOPS,Damien Huggard,33.416228000,-105.434625000,2026-03-20 10:55:45.761,,False,,21959.2218,6481.0000,3.6105082908,3.5279055517800,11,1,0.00,Macro,,,100.0,100.0
2026-03-20 10:40:48.274,9LV0405A.202603201100,9LV0405A.20260320,Central,Louisville,Nokia,9LV0405A,2026-03-20 11:00:00,2,3,30,1800.00,60.00,60.00,108000.00,108000.00,0.00,108000.00,108000.00,0.00,64800.00,64800.00,0.00,64800.00,64800.00,43200.00,43200.00,0.00,43200.00,43200.00,,,No Outage,No Outage,No Outage,,,0.00,No Outage,,,,,,,,,,,,,,,,,AT&T,Appalachian,Christopher Ash,C-Appalachian-LU-FieldSupportTeam-WestWest,Christopher Hayes,38.097143000,-87.472180000,2026-03-20 12:55:28.103,,False,,88.5082,16.0000,6.8415693518,5.8677168848199,11,1,0.00,Macro,,,100.0,100.0
2026-03-20 07:37:04.198,1CM6779G.202603200900,1CM6779G.20260320,Northeast,Philadelphia,Ericsson,1CM6779G,2026-03-20 09:00:00,2,3,24,1440.00,60.00,60.00,86400.00,86400.00,0.00,86400.00,86400.00,0.00,54000.00,54000.00,0.00,54000.00,54000.00,32400.00,32400.00,0.00,32400.00,32400.00,2026-03-20 03:40:58.390,2026-03-20 03:33:10,No Outage,No Outage,No Outage,5499.10,INC123126130,0.00,No Outage,INC_NONEST,,,GC will remove existing acid batteries and install Lithium-ion batteries.,,,2026-01-07 13:47:45.000,2099-01-01 00:00:00.000,1.0,INC123126130,1.0,Uncategorized,0.0,,5499.10,2026-03-20 03:33:26.667,COMCAST,Mid Atlantic,Marc Santos,N-Mid Atlantic-PH-FOPS-MDA2_SNJ,Dan Pitre,39.022344000,-74.900184000,2026-03-20 09:55:55.104,Uncategorized,False,400.0,26252.4265,6481.0000,4.4777814318,4.8462641580066,14,1,0.00,Macro,PIER_Ericsson_GenTrac,,100.0,100.0
2026-03-20 11:37:04.325,NJ07296A.202603201200,NJ07296A.20260320,Northeast,New Jersey,Ericsson,NJ07296A,2026-03-20 12:00:00,3,3,21,1260.00,60.00,60.00,75600.00,75600.00,0.00,75600.00,75600.00,0.00,43200.00,43200.00,0.00,43200.00,43200.00,32400.00,32400.00,0.00,32400.00,32400.00,,,No Outage,No Outage,No Outage,,,0.00,No Outage,,,,,,,,,,,,,,,,,Crown Castle,New York Metro,Andrew Kudryk,N-New York Metro-NJ-FOPS-South,MICHAEL MARTELLO,40.644417000,-74.860056000,2026-03-20 12:55:28.103,,False,,90325.1038,6481.0000,15.0427339902,12.9372696888333,5,2,0.00,Macro,,,100.0,100.0
2026-03-20 06:37:03.986,CH58167A.202603200700,CH58167A.20260320,Central,Chicago,Nokia,CH58167A,2026-03-20 07:00:00,2,3,18,1080.00,60.00,60.00,64800.00,38627.00,26173.00,38627.00,64800.00,0.00,21600.00,13143.00,8457.00,13143.00,21600.00,43200.00,25484.00,17716.00,25484.00,43200.00,2026-03-20 12:24:43.501,2026-03-20 12:18:14,RAN,Site Mod,Integration,1304.10,CHG021911933,2.00,Planned,CHG_NESTED,Integration,"CH58167A-Anchor||Mina Gerges (Concordia Wireless)||SA||12||Mina Gerges||2242399834||Non Maintenance Window||Integration, Add 2.5||CHG021911933",Site Mod Construction and Integration Work,CH58167A-0002153105 Anchor_Phase 3_Site Mod,DESC_1,2026-03-20 06:28:15.680,2099-01-01 00:00:00.000,1.0,CHG021911933,1.0,Site Mod,1.0,Integration,1304.10,2026-03-20 12:21:44.355,AT&T,Great Lakes,Steve Davlantis,C-GreatLakes-CH-Ops-FieldSupportTeamEast,Rodolfo Soto,41.752148000,-86.816001000,2026-03-20 12:55:28.103,Site Mod,False,400.0,41.2492,16.0000,3.2935769136,3.1737382890900,14,1,1.00,Macro,,,58.9907,60.8472
2026-03-20 07:37:04.198,4BN1283C.202603200900,4BN1283C.20260320,Northeast,New England,Ericsson,4BN1283C,2026-03-20 09:00:00,2,3,21,1260.00,60.00,60.00,75600.00,75600.00,0.00,75600.00,75600.00,0.00,43200.00,43200.00,0.00,43200.00,43200.00,32400.00,32400.00,0.00,32400.00,32400.00,,,No Outage,No Outage,No Outage,,,0.00,No Outage,,,,,,,,,,,,,,,,,COMCAST,NER North,Jorge Barrientos,N-NER North-NE-FOPS-MA,Michael Lavallee,42.557144000,-71.479642000,2026-03-20 09:55:55.104,,False,,61342.2946,6481.0000,10.7608366834,13.0685375210000,11,1,0.00,Macro,,,100.0,100.0
2026-03-20 05:43:02.777,7WAN211A.202603200600,7WAN211A.20260320,Northeast,Washington DC,Ericsson,7WAN211A,2026-03-20 06:00:00,3,3,24,1440.00,60.00,60.00,86400.00,86400.00,0.00,86400.00,86400.00,0.00,54000.00,54000.00,0.00,54000.00,54000.00,32400.00,32400.00,0.00,32400.00,32400.00,,,No Outage,No Outage,No Outage,,,0.00,No Outage,,,,,,,,,,,,,,,,,T-MOBILE,Mid Atlantic,Roarke Owens,N-Mid Atlantic-DC-FOPS-MDA4,Emmanuel Tunis,38.980676000,-77.561529000,2026-03-20 07:56:19.135,,True,,97358.7616,6481.0000,15.7859943231,15.5354365543833,18,0,0.00,Macro,,,100.0,100.0
2026-03-20 00:37:04.497,DC1106ZA.202603200100,DC1106ZA.20260320,Northeast,Washington DC,Ericsson,DC1106ZA,2026-03-20 01:00:00,1,1,3,180.00,60.00,60.00,10800.00,10800.00,0.00,10800.00,10800.00,0.00,7200.00,7200.00,0.00,7200.00,7200.00,3600.00,3600.00,0.00,3600.00,3600.00,,,No Outage,No Outage,No Outage,,,0.00,No Outage,,,,,,,,,,,,,,,,,,Mid Atlantic,Rosendo Velasco,N-Mid Atlantic-DC-FOPS-MDA5,Jim Major,38.903234000,-77.042142000,2026-03-20 03:45:41.179,,True,,1293.0338,721.0000,1.8296257250,1.6948739327532,21,0,0.00,Pico,,,100.0,100.0
2026-03-20 12:37:03.624,TUY2401A.202603201300,TUY2401A.20260320,Central,Oklahoma City,Nokia,TUY2401A,2026-03-20 13:00:00,2,1,5,270.00,45.00,60.00,16200.00,16200.00,0.00,16200.00,16200.00,0.00,10800.00,10800.00,0.00,10800.00,10800.00,5400.00,5400.00,0.00,5400.00,5400.00,,,No Outage,No Outage,No Outage,,,0.00,No Outage,,,,,,,,,,,,,,,,,,Heartland,Robert Kesler,C-Heartland-TU-FOPS-SOUTH,Doug Wessel,36.174417000,-96.021083000,2026-03-20 12:55:28.103,,False,,0.6755,3.0000,0.3421349445,0.3227768591199,6,2,0.00,DAS,,,100.0,100.0
2026-03-20 12:37:03.624,NYY8320A.202603201400,NYY8320A.20260320,Northeast,New York,Ericsson,NYY8320A,2026-03-20 14:00:00,1,3,6,270.00,45.00,45.00,16200.00,16200.00,0.00,16200.00,16200.00,0.00,,,,,,16200.00,16200.00,0.00,16200.00,16200.00,,,No Outage,No Outage,No Outage,,,0.00,No Outage,,,,,,,,,,,,,,,,,T-MOBILE,New York Metro,johnny Guanga,N-New York Metro-NY-FOPS-Manhattan,Jean Denis,40.768143000,-73.963872000,2026-03-20 12:55:28.103,,False,,228623.0000,4320.0000,52.9219907407,59.8568225308533,6,2,0.00,DAS,,,100.0,
2026-03-20 11:37:04.325,7WAS617B.202603201200,7WAS617B.20260320,Northeast,Washington DC,Ericsson,7WAS617B,2026-03-20 12:00:00,2,3,21,1260.00,60.00,60.00,75600.00,75600.00,0.00,75600.00,75600.00,0.00,43200.00,43200.00,0.00,43200.00,43200.00,32400.00,32400.00,0.00,32400.00,32400.00,,,No Outage,No Outage,No Outage,,,0.00,No Outage,,,,,,,,,,,,,,,,,VERIZON,Mid Atlantic,Mark Anthony Reyes,N-Mid Atlantic-DC-FOPS-MDA5,Jim Major,38.890792000,-76.758064000,2026-03-20 12:55:28.103,,False,,124852.3465,6481.0000,20.6136552087,17.3924094659632,10,1,0.00,Macro,,,100.0,100.0
